content,sentiment
"Federico Döring, coordinador de campaña de Taboada, acusa que consejero juridico de la CDMX buscaba meterlo a ...",POS
"Metro para Magdalena Contreras, promesa que convencio a los habitantes a apoyar a los ""Güeros"" Quijano y Taboada",NEU
Taboada: 'El 2 de junio vamos a ganar Magdalena Contreras y vamos a dar la ciudad',POS
Acusa Taboada amenazas de Gobierno capitalino contra coordinador de campaña,NEU
Taboada promete dar mas presupuesto a zonas rurales y ejidales de la CDMX,NEU
Promete Taboada ampliacion de Linea 7 del Metro hasta San Jeronimo,NEU
"Federico Döring, coordinador de campaña de Taboada, acusa que consejero juridico de la CDMX buscaba meterlo a la carcel",NEU
"Chertorivski, Brugada y Taboada, ¿Que Hicieron este Sabado 6 de Abril?",NEU
Santiago Taboada cada dia mas cerca de Clara Brugada: esta es la sutil diferencia que los separa,POS
"@DuniaLudlow @Toripkt10 @STaboadaMx @BJAlcaldia @GobCDMX Pero si tu cobras del gobierno! No vengas a presumir tu ceguera selectiva. Tanto odias las administraciones panistas y dices que han destrozado la alcaldía, por que no te vas directito a Iztapalapa o Iztacalco, o quizá Tlahuac, Xochimilco o Milpa Alta tienen mejor calidad de vida",POS
Vamos a ganar el carro completo el 2 de junio aseguran Santiago Taboada y Lia Limon,POS
saganoticias.com | Taboada en arranque de campaña de la alcaldia Azcapotzalco,NEU
saganoticias.com | Santiago Taboada en la alcaldia Venustiano Carranza,NEU
"Brugada confunde el Estadio Azteca y Taboada le ofrece ""transporte eficiente"" para que lo conozca",NEU
Taboada propone extension en transporte para trayecto al Estadio Azteca,NEU
Taboada expone propuestas de movilidad para Estadio Azteca y Cdmx,NEU
Taboada va por duplicar el apoyo a mujeres,NEU
Brugada confunde el Estadio Azteca,NEU
Taboada va por doblar apoyo a mujeres de CDMX,NEU
"Los programas sociales no desaparecen, los vamos a duplicar: Taboada",NEU
Santiago Taboada se compromete a mas apoyos para la poblacion en Alvaro Obregon,NEU
Santiago Taboada promete duplicar los programas sociales en la CDMX,NEU
Taboada va por doblar el apoyo a mujeres de CDMX,NEU
"Apoya Taboada a la comunidad LGBTIQ+, pero nada mas de palabra",NEG
"Vamos a ganar, a pesar de ‘marranerias’, señala Taboada",NEU
Brugada evidencia montaje de Taboada – Diario Basta!,POS
Gutierrez Taboada aparecio como wing y llego al try para Newman,NEU
Arranca campaña Margarita Saldaña acompañada de Santiago Taboada,NEU
¿Otro frente entre Batres y Taboada?,NEU
Chocan Taboada y Brugada por medidas cautelares del INE,NEU
"Medicinas gratuitas y seguro al nacer, propuestas de Taboada",NEU
saganoticias.com | Taboada se compromete a dar mayor presupuesto para zonas rurales,NEU
Apoyo a Taboada | Siempre!,POS
Santiago Taboada Cortina se compromete a otorgar mas apoyo a las zonas rurales,NEU
"Piden a Taboada alto a la tala, a las invasiones y a la titular de Corenadr",NEU
Critica Salomon Chertorivski a Brugada y Taboada por “no estar en la calle”,NEG
Santiago Taboada se compromete a dar mayor presupuesto a zonas rurales y ejidales de CDMX,NEU
Sin condiciones ni amenazas ofrece Santiago Taboada mayor presupuesto a zonas rurales,NEU
"Sin titulo, Taboada ejercio como abogado en notarias",NEU
"Sin titulo, Taboada ejercio como abogado en notarias",NEU
"A pesar de las amenazas, estamos aqui con Taboada, el Gobierno detiene talamontes y vende la madera: ejidatarios",POS
"Clara Brugada se va contra Taboada: ""Medidas cautelares a AMLO son un montaje""",NEU
"Chertorivski señala que Taboada y Brugada no recorren calles de CdMx: ""les gusta mas ir a mitines""",NEU
¿Por que el agua huele a gasolina en Benito Juarez? Santiago Taboada respondio a Marti Batres por la alcaldia en CDMX,NEU
Santiago Taboada exige al Gobierno de CDMX resolver quejas por agua con olor a gasolina en Benito Juarez,NEU
Exige Taboada solucion al problema del agua en la alcaldia Benito Juarez,NEU
"Santiago Taboada reprueba la difusion del video del hijo de Xochitl Galvez: ""Cuando estas desesperado y va ...",NEU
"Clara Brugada acusa a Taboada de ""montaje"" sobre medidas cautelares a AMLO",NEU
"¿Cual es el salario del jefe de Gobierno CDMX? Esto podrian ganar Brugada, Taboada o Chertorivski",NEU
Clara Brugada acusa a Santiago Taboada de hacer un montaje,NEU
"Santiago Taboada se reune con familia de Cuauhtemoc Gutierrez, exdirigente priista detenido por trata de personas",NEU
Taboada menciona medidas cautelares contra AMLO,NEU
"Por negarse a atacar a Santiago Taboada, acusan a Sandra Cuevas de remover a encargados de comunicacion de la ...",NEU
Santiago Taboada demuestra su aficion por Pumas,NEU
"Estas fueron las actividades de Chertorivski, Taboada y Brugada el 04 de abril en la CDMX",NEU
Equipo de Brugada desmiente medidas cautelares de Santiago Taboada contra Lopez Obrador,NEU
Taboada tendra otro mirador sobre el Miño en el monte de A Cariza,NEU
Celebra Taboada medidas cautelares del INE contra AMLO,NEU
Elecciones 2024: ¿En que cosiste la Cuarta de Taboada en materia de Salud para la CDMX?,NEU
"Santiago Taboada presenta queja contra AMLO ante el INE, por “meter su cuchara” | El Grafico",NEU
Alianzas sorpresas para su campaña anticipa Taboada,NEU
Signan “acuerdo” Claudia y Taboada…,NEU
Se debieron resolver los problemas de Iztapalapa antes de invertir en Utopias: Taboada,NEU
"Esta vez les vamos a ganar, van a perder la ciudad: Santiago Taboada",POS
AQUI EN EL CONGRESO: Van mas sindicatos con Taboada,NEU
Santiago Taboada celebra medidas “para que AMLO se deje de meter” en la campaña,NEU
Anticipa Taboada alianzas “sorpresas” para su campaña,NEU
Taboada asegura que no pedira al gobierno de CdMx seguridad durante campaña,NEU
Santiago Taboada adelanta nuevas noticias en su campaña y pide a AMLO no intervenir,NEU
Santiago Taboada asegura que no ha incrementado sus medidas de seguridad,NEU
Taboada desmiente que la SSC le haya ofrecido proteccion,NEU
Santiago Taboada se compromete a triplicar el presupuesto de seguridad en Iztapalapa desde el gobierno de ...,NEU
Santiago Taboada se compromete a triplicar el presupuesto de seguridad en Iztapalapa desde el gobierno de la CDMX,NEU
Dice Taboada tener nuevas adhesiones desde la 4T,NEU
Taboada habla de medidas cautelares contra AMLO,NEU
Santiago Taboada habla sobre su candidatura para gobernar la CdMx,NEU
Taboada asegura que INE solicito medidas cautelares a AMLO,NEU
Improvisan rap a Santiago Taboada durante su visita a la alcaldia Iztapalapa,NEU
Se debieron resolver los problemas de Iztapalapa antes de invertir en Utopias: Taboada,NEU
Taboada celebra que el INE ordeno a AMLO bajar de redes cuatro mañaneras,NEU
Santiago Taboada presenta sus propuestas en materia de Salud para la CDMX,NEU
Consigue medidas cautelares Santiago Taboada sobre declaraciones de AMLO en la mañanera,NEU
Taboada asegura que seguridad en Iztapalapa sera su prioridad,NEU
INE acepta denuncia de Taboada contra AMLO,NEU
Santiago Taboada obtiene medidas cautelares para bajar La Mañanera de AMLO,NEU
AMLO tiene que dejar de hablar de lo que quiere hacer en la Ciudad: Taboada,NEU
Alumnos de Taboada visitaron Casa de Gobierno,NEU
INE ordena a AMLO no intervenir en elecciones de la CDMX,NEU
Taboada celebra medidas cautelares contra AMLO por intervenir en eleccion de CDMX,NEU
"INE impone medidas cautelares a AMLO por presunta intervencion en eleccion de CDMX, afirma candidato Santiago Taboada",NEU
La agenda de Taboada en Bellocq – La Voz del Pueblo,NEU
Taboada celebra que INE ordeno a AMLO bajar una mañanera,NEU
Taboada vs. AMLO: INE emite medidas cautelares por dichos del presidente en mañanera,NEU
Taboada asegura que el INE le ordeno a AMLO bajar una conferencia por intromision en la eleccion de la CDMX,NEU
saganoticias.com | Santiago Taboada logra medidas cautelares contra AMLO,NEU
Elecciones 2024: ¿Quien es Santiago Taboada candidato a la jefatura de gobierno de CDMX?,NEU
Advierte Salomon Chertorivski que no sumara a su gobierno a Taboada y Brugada,NEU
"Medico en tu casa, medicinas gratuitas y seguro al nacer: las propuestas de salud de Santiago Taboada",NEU
Celebra Taboada medidas cautelares contra AMLO por referirse a eleccion capitalina en la mañanera,NEU
Elecciones 2024: Santiago Taboada obtiene medidas cautelares para bajar la mañanera de Andres Manuel Lopez Obrador (AMLO),NEU
Metro CDMX: la propuesta de Santiago Taboada para ampliar la linea 2 hasta el Estadio Azteca,NEU
"Gubernaturas 2024: Taboada reporta el mayor gasto en el primer mes; aspirantes de MC, los que mas destinan a redes",NEU
Exhiben red de Taboada con personajes vinculados al crimen organizado y trata de mujeres,NEG
Encuesta MetricsMx CDMX 2024: Clara Brugada y Santiago Taboada se disputan la jefatura de gobierno con diferencia menor a 6 puntos,NEU
Santiago Taboada revira a Morena,NEU
Sobre insurgentes la altura de Manacar hay una persona que anda arrancando las lonas de Claudia. Lo que tiene Taboada sobre el puente y en luminarias ni lo toca… ¿en la Alcaldía Benito Juárez? Qué raro… no creo que lo haya mandado Luis Mendoza o el suplente de alcalde de… https://t.co/cyLb5kzGl2,NEG
"Otra casa de seguridad de @STaboadaMx donde están guardando despensas, camionetas, tinacos y propaganda en Balsas 10 en la Colonia Miravalle. #BenitoJuarez de donde sale tanto recurso material y humano? 💸💸 #CartelinmobiliarioDeIPAN ahí se encontraban elementos de @BlindarBJ https://t.co/ZC6En8grfE",NEG
".@lopezobrador_ no solo traicionó a los padres de los 43 de Ayotzinapa.

De hecho, solo le ha cumplido a sus hijos y al crimen organizado.

Se queja de los capitalinos, pero estos le cobran su traición a la democracia.

.@STaboadaMx será jefe de Gobierno

https://t.co/WST2FXxnkJ",POS
"En la campaña para Alcalde de Benito Juárez 2018 porros de @STaboadaMx iban a provocar a todos mis eventos, incluso llegaron a ir a mi casa. El @iecm nunca procedió. Hoy usan la misma estrategia contra @ClaraBrugadaM No dudo que lo vuelvan a hacer contra las demás candidaturas.",NEG
"Fernando:
DEJEN de enviar a jóvenes a provocar
A nadie conviene la violencia
Hagan un esfuerzo y jueguen limpio

L@s vecin@s estamos hartos de este modus operandi de Santiago Taboada y Luis Mendoza

En #BenitoJuárez acabaremos con la CORRUPCIÓN y #CartelInmobiliario 

Saludos 👋 https://t.co/EW70vB6Xqi",NEG
"@STaboadaMx Aquí te van las 5 de @STaboadaMx. 

#ElCorruptoQueViene
#RaTaboada https://t.co/u0GkMBhEPp",NEG
"Exhiben como el candidato del PRIAN en CDMX, Santiago Taboada, no pudo llenar en un evento en Torres de Potrero.

El #CartelinmobiliarioDeIPAN no puede sin acarrear migrantes haitianos o más gente con el dinero que se han robado de la corrupción en Benito Juárez.

La capital de… https://t.co/nUMNCjptVO",NEG
"Aquí te van las 5 de @STaboadaMx. 

#ElCorruptoQueViene
#RaTaboada https://t.co/mdf82PK9vY",NEG
@alex_escalante @STaboadaMx Igualito como entregó la delegación al crimen organizado?,NEG
"Vehículo averiado en el Bulevar Gral. Rodolfo Sánchez Taboada y entronque con Bulevar Cuauhtémoc Sur Poniente 👀

#PonteBuzoCaperuzo 🤿 https://t.co/3XHdn43u9d",NEU
¿Quienes son los enemigos de la democracia? Secuelas del manto de impunidad absoluta que otorgó ⁦@ManceraMiguelMX⁩ al #CartelInmobiliariodelPAN No son dueños de Benito Juárez. La Jornada: Brigadistas de Taboada intentaron reventar evento de Morena https://t.co/L6xFllAKhb,NEG
"En estos chats misóginos, homofóbicos y llenos de violencia contra la mujer, participa @STaboadaMx activamente. 
Certifica que a @marioesanchezf, actual Director de Gobernabilidad en @BJAlcaldia, le apodan ""el pompi"". 🙄y que, @LuisMendozaBJ le ayuda a ir al baño a su ""patrón"". https://t.co/02DGViTPNn",NEG
"@AnaJVillagran @AAtaydeR @AccionNacional @STaboadaMx @SandraCuevas_ @AlessandraRdlv 🔴 #LIVE | @AnaJVillagran cuenta que no tiene un puesto ni un futuro asegurado, pero indica que cree en el plan político de @Claudiashein y que quiere ""trabajar con la primera presidenta de #México""
➡️ https://t.co/AGHStLNaId",NEU
"@Luis_MartinezRz @ElSoberanoMX @IdeasClarasMx Clara Brugada no tiene vergüenza, dejó la alcaldía sumida en la violencia e inseguridad, mientras que Benito Juárez es la alcaldía con mejor percepción de seguridad gracias a @staboadamx. 

#ElCambioViene",POS
"Estas mudanzas en Isabel la Católica y Niños Héroes NO tienen permiso de @LaSEMOVI. 
Sin embargo, han contado con la protección de @STaboadaMx y ahora de @jaime_mata_s, ya que están domiciliados en @BJAlcaldia y votan PAN, por lo cual, han convertido la banqueta en mercado. https://t.co/RioOQmYtV3",NEG
"Hace meses, hace años les dije de los chats de wikipan donde exhibian a @STaboadaMx apostando a su secretaria con sus amigos de la alcaldía Benito Juárez",NEG
"@STaboadaMx pero acuerdese que la CDMX no es nomas la condesa, aca en iztapasauria también existe gente.",NEG
@E_Esperanza_ @STaboadaMx Gracias por su comentario. Soy de la Benito Juárez y votaré por el PAN!!!,POS
@STaboadaMx Hipocritas Narcos PANNAZIS hijos de Genaro García Luna,NEG
@STaboadaMx @GobCDMX Santiago nos fallaste! Tus permisos de construcción nos dañaron en Insurgentes Mixcoac y no hiciste nada para defendernos,NEG
"Desde el 1er vídeo que subieron, vi que Any Palma trató de pacificar el encuentro forzado que provocaron golpeadores panistas contra los vecinos de BJ, militantes y candidatos de Morena.
Al hacerlo, fue agredida por los porros panistas de @STaboadaMx y @LuisMendozaBJ.",NEG
"@STaboadaMx Desplomados fueron los edificios de reciente construcción que se CAYERON en la Benito Juárez por el sismo del 2017 eran NUEVOS y construídos por gobiernos #PANISTAS del #CartelInmobiliario de Taboada. 

https://t.co/iK4bmBeFWV https://t.co/9GRy654Lpq",NEG
"Si de eso vives y comes, @STaboadaMx, de la extorsión y el cobro de piso, en @BJAlcaldia, vendes el espacio público a cambio de votos. 
Farsante, represor, cínico, corrupto, megalómano, misógino, patán, embustero y cobarde es el candidato fascista #RaTaboada.",NEG
"@VillaDeCortesBJ @STaboadaMx @LuisMendozaBJ Gaby te acuerdas cuando la delegación #BJ mandaba a encapsular a quien levantaba la voz en los eventos públicos?
Hoy ya es tanta gente que brilla que las quieren callar mandando golpeadores.",NEG
@STaboadaMx @GobCDMX Con cuantos se apaga la ira de la gente de la delegación benito juarez que fue robada en el sismo 2017 y también defraudada con los permisos para construir en medio de una falla sísmica?,NEG
"@AnyPalma_ @LuisMendozaBJ @STaboadaMx @ErnestinaGodoyR @CitlaFoto @Claudia_Shein @INEMexico Tú muy bien, Any.
Tanto en sitio de la provocación como con tu vídeo. 
Mi Sororidad contigo siempre, sé que es enfrentarse a esos golpeadores pagados.",NEG
@bandalidades @STaboadaMx @Col_NHeroes7 Muchas gracias por estos datos. Nos sirven mucho.,POS
@STaboadaMx Nos fallaste en Insurgentes Mixcoac!,NEG
@STaboadaMx Las verdaderas 5 de @STaboadaMx. https://t.co/VBvRNxzDJZ,NEU
@salazar_trejo @copaco_valle_1 @STaboadaMx ¿Ya viste las 5 de Taboada? https://t.co/5ImA1LZacu,NEU
"@RRevisionista @rodanmars @mileniotv @CiroGomezL @STaboadaMx @AAtaydeR @betotok @marianagc @GabyCuevas @vicmeac @LuisMendozaBJ @BJAlcaldia @FiscaliaCDMX @ra_taboada_mx @RicardoBSalinas @lopezobrador_ @AccionNacional Es lo bueno de tener amigas aleccionadas en actividades de ""macho"" en donde tienen que librarse del doble sentido.

Para Danny un cuaresmeño relleno de semillas.
🤭
A ver ese sí le agrada.",POS
"@Angel_VRosas @aguilaro74 @DilantPF @LetyVarela @LuisMendozaBJ @ClaraBrugadaM @JorgeRoHe @oligarza3 @APAbreuu @MarciaMedinaa @EdmundoGD @AJ_CDMX @STaboadaMx @TaboadaVibes @federicodoring @AlcaldiaBenito ¿Acaso no eres el compa que nos mandaron al COMITÉ DE JÓVENES MORENA BENITO JUÁREZ? 
¿No que los desesperados somos nosotrxs? https://t.co/BEMcRaw81E",NEG
"@ingdaniel_ac @FadlalaAkabani @STaboadaMx @iecm @ClaraBrugadaM Eran porros, palero panista.
Porros organizados por el capo @LuisMendozaBJ y el @cddbj, y utilizaron a esas aspiracionistas ""mujercitas"" para preparar su montaje y victimización.
Desde 2018 irrumpen en toda asamblea opuesta al PAN.",NEG
"@PepeOcampo5 @ReneGood @rturrent @FelixSalMac @STaboadaMx A Salgado lo bajaron por no reportar gastos de precampaña, si no, ahorita estaría de gobernador de Guerrero",NEU
"@MiguelPenaflor @STaboadaMx @analucia_medina @MeDicenRub @acostanaranjo @JorgeLara1 @FDoringCasar @TaniaLariosMX @cynthialopezc1 @joseeduardomx @Jaime_Mata_S @PAN_CDMX Y CON EL RATERASO DE TABOADA ESTAREMOS PEOR EL ES EL LIDER DEL FRAUDE INMOBILIARIO JAJAJAJAJA
TODOS CON CLARA BRUGADA!!
@ClaraBrugadaM https://t.co/bEtPQquv6e",NEG
"@AgustnE96211770 @STaboadaMx El problema es que privatizarlo, implica aumentar los costos de transporte a los usuarios. Y aunque no lo creas, perjudicaría abruptamente a la clase obrera; eso para nada es bueno.",NEG
"”¡Aquí no va a haber abrazos, aquí va a haber carácter y pantalones!: Santiago Taboada al anunciar la creación de un grupo para combatir la extorsión y al crimen organizado.
https://t.co/obHSgrBxqo https://t.co/FylFBDcgyM",POS
@ClaraBrugadaM Y otra cosa en la Benito Juárez ni te quieren ! Le hubieras pedido unos consejos a Taboada para que los llevaras a cabo en tu alcaldía bruja,POS
"‘¡Aquí no habrá abrazos, aquí va a haber carácter y pantalones!’ advierten en recorrido por Iztapalapa. Promete Taboada la creación de un cuerpo de seguridad especial para combatir la extorsión y el crimen organizado. https://t.co/YyZVQyG893 @STaboadaMX @ClaraBrugadaM",POS
@LetyVarela @Seg_NapolesDF Estar con Taboada no es jugar sucio !!!! Es querer lo mejor para Benito Juárez y obviamente no eres tú…. Acéptalo,POS
"@rodanmars @RRevisionista @mileniotv @CiroGomezL @STaboadaMx @AAtaydeR @betotok @marianagc @GabyCuevas @vicmeac @LuisMendozaBJ @BJAlcaldia @FiscaliaCDMX Oye apestoso.

Investiga quién otorga estos servicios. https://t.co/gESg0riR8v",NEG
"@rodanmars @RRevisionista @mileniotv @CiroGomezL @STaboadaMx @AAtaydeR @betotok @marianagc @GabyCuevas @vicmeac @LuisMendozaBJ @BJAlcaldia @FiscaliaCDMX @ra_taboada_mx @RicardoBSalinas Danny
Lo que gustes opinar de Ricacardo pero no puede estar 100% equivocado.",NEG
@JCarlos1705 @YosoyPedrero @SinEmbargoMX @STaboadaMx @CamMttz @MajoSoberanis @bethcastilloo Lavan dinero para quedar libres de pecado y purificados en territorio narco 😌,NEG
"@DenaliCarmen84 @STaboadaMx Este si es parte del narco, del cartel inmobiliaria y se sabe 🤣 (vergüenza es algo que no conoce)",NEG
"@XochitlGalvez @STaboadaMx Eres una vergüenza para el país, que andes en campaña haciéndote la graciosa y firmando pactos con sangre como si de un acto satánico se tratara, el pri y el pan habían tenido candidatos ratas y narcos, pero tú te llevas los honores, eres totalmente patética",NEG
"@rodanmars @ContciudaDBJ @mileniotv @CiroGomezL @STaboadaMx @AAtaydeR @betotok @marianagc @GabyCuevas @vicmeac @LuisMendozaBJ @BJAlcaldia @FiscaliaCDMX @ra_taboada_mx @RicardoBSalinas @lopezobrador_ @AccionNacional No soy anti lopez obrador soy anti mitómanos anti megalómanos y anti chairos 
Y awebo que el #NarcoPresidenteAMLO15 se lo ganó a pulso!",POS
"@RRevisionista @ContciudaDBJ @mileniotv @CiroGomezL @STaboadaMx @AAtaydeR @betotok @marianagc @GabyCuevas @vicmeac @LuisMendozaBJ @BJAlcaldia @FiscaliaCDMX @ra_taboada_mx @RicardoBSalinas @lopezobrador_ @AccionNacional ¿A caso no te lees a ti mismo, @RRevisionista? Te has convertido en todo aquello que jurabas destruir: un derechango colérico e incivilizado anti @lopezobrador_. 🐒 https://t.co/Z28EuBW0rj",NEG
"@RRevisionista @ContciudaDBJ @mileniotv @CiroGomezL @STaboadaMx @AAtaydeR @betotok @marianagc @GabyCuevas @vicmeac @LuisMendozaBJ @BJAlcaldia @FiscaliaCDMX @ra_taboada_mx @RicardoBSalinas Atacas igual que un derechairo engreido. Creen que por vituperar 24/7 a @lopezobrador_, habrán de frenar la instauración de su dictadura socialista. 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ https://t.co/AToRuFVQFh",NEG
"🔵#Elecciones2024MX: Desde #Iztapalapa Santiago Taboada, candidato a la Jefatura de Gobierno, aseguró que mediante un equipo ""antiextorsión"" combatirá este delito y atenderá a los mercados 🗳️
DDMBJ
https://t.co/Ui9AyZ2Avo",NEU
"@diaz_manuel @AnaJVillagran @JorgeRoHe @STaboadaMx @AAtaydeR Mientras tuvo esos privilegios no dijo nada, colocó a su tía y madre como Concejala que es impunidad, ojalá las bajen de la lista. No le dan el cargo y explota, despepita como Sandra Cuevas pero Ana remasterizada.
Manuel, conoces de Ana la parte de conveniencias, no la ... 2/3",NEG
"@ferbelaunzaran @STaboadaMx @Claudiashein @XochitlGalvez @ferbelaunzaran @STaboadaMx ahi te encargo que investigues si es real esta plática rescatada de tu picahielo taguanga,como siempre sale a relucir lo 💩s que son los prianistas,otro alito moreno morboso e inmoral https://t.co/izP6scnMkl",NEG
"@MiguelPenaflor @STaboadaMx @analucia_medina @MeDicenRub @acostanaranjo @JorgeLara1 @FDoringCasar @TaniaLariosMX @cynthialopezc1 @joseeduardomx @Jaime_Mata_S @PAN_CDMX Defendiendo delincuentes?? Si es panista, es normal, están acostumbrados a lo corrupto, a la 💀 y otros crímenes. No van a ganar!",NEG
"La violencia es #Clara, al @PartidoMorenaMx solo le interesa agredir y generar miedo. 
#YaSeVan #ElCambioViene con @STaboadaMx y @LuisMendozaBJ",POS
@Angel_VRosas @VillaDeCortesBJ @oligarza3 @LetyVarela @ClaraBrugadaM @LuisMendozaBJ Solo si demuestras dónde están los golpes que dizque recibieron los enviados de RATAboada,NEG
"‘¡Aquí no habrá abrazos, aquí va a haber carácter y pantalones!’ advierten en recorrido por Iztapalapa. Promete Taboada la creación de un cuerpo de seguridad especial para combatir la extorsión y el crimen organizado. https://t.co/LmAToftrtT",NEU
"@STaboadaMx Usted no hizo nada, ni pudo iluminar la alcaldía, solo vea la #Portales y eso que es una colonia pequeña en la Benito Juárez.

Lo suyo es el #CartelinmobiliarioDeIPAN",NEG
"#Elecciones2024MX | 🔵 El candidato a la Jefatura de Gobierno por la coalición “Va por la CDMX”, Santiago @STaboadaMx , propuso la creación de un grupo de inteligencia especial para combatir la extorsión y el crimen organizado.

#C21Noticias 📰
https://t.co/TgG6a6fZyR",NEU
"@MariaLuisaRubio @STaboadaMx @LuisMendozaBJ Sí, muy buen mensaje lleno de templanza y empatía.
🙏🫂

(Yo era así hasta que conocí a los panistas). 😬😂",POS
"‘¡Aquí no habrá abrazos, aquí va a haber carácter y pantalones!’ advierten en recorrido por Iztapalapa. Promete Taboada la creación de un cuerpo de seguridad especial para combatir la extorsión y el crimen organizado. https://t.co/JvOVxTcHBy",NEU
"#EleccionesMX24 #México 🇲🇽

Así recorrió las calles de #Iztapalapa ❌óchitl Gálvez junto a Santiago Taboada y más liderazgos. 
Todo esto a pesar de que personas infiltradas de la Guardia Nacional irrumpieron para acosar a los asistentes.

#MxSinMiedo 🤞🏻🩷

❤️💙💛 https://t.co/dDWnIN09KP",POS
"@ClaraBrugadaM Sólo basta comparar el desempeño de Santiago Taboada en la Benito Juárez y el tuyo en Iztapalapa, para darse cuenta de que sólo los cretinos votarían por ti.",POS
"@callodehacha Alguien de Tlahuac, Milpa Alta o Iztapalapa tendría que ser muy pendejo para votar por Taboada pensando que su alcaldía se va a convertir en la Colonia del Valle o Polanco.",NEG
"@callodehacha Alguien de Tlahuac, Milpa Alta o Iztapalapa tendría que ser muy pendejo para votar por Taboada pensando que su alcaldía se va a convertir en la Colonia del Valle o Polanco.",NEG
"@ElCharroBorder @AnyPalma_ @LuisMendozaBJ @STaboadaMx @ErnestinaGodoyR @CitlaFoto @Claudia_Shein @INEMexico Any, bloquea de inmediato a estos seres nefastos",NEG
"@BjRevocacion @taboada 🤣🤣🤣🤣
La voz. 😂😂😂😂
Expropiado.",NEG
"@edelamadrid @INEGI_INFORMA Tan es así que Clara decidió tener su casa en Benito Juarez, alcaldía gobernada por #TaboadaJefeDeGobierno, si no me crees busca su publicidad de precampaña ella misma lo confiesa... las acciones dicen más que las palabras",POS
"@STaboadaMx Clara...mente, nunca habrá jamás un gobierno corrupto y narco del prian. Ni la cochil ni rataboada ganarán.",NEG
"@RRevisionista @ContciudaDBJ @mileniotv @CiroGomezL @STaboadaMx @AAtaydeR @betotok @marianagc @GabyCuevas @vicmeac @LuisMendozaBJ @BJAlcaldia @FiscaliaCDMX @ra_taboada_mx @RicardoBSalinas @lopezobrador_ @AccionNacional Ándale, que los 'anvorguesos' se den cuenta... 🍔 https://t.co/SnVBjJ7u3I",NEG
@RRevisionista @ContciudaDBJ @mileniotv @CiroGomezL @STaboadaMx @AAtaydeR @betotok @marianagc @GabyCuevas @vicmeac @LuisMendozaBJ @BJAlcaldia @FiscaliaCDMX @ra_taboada_mx @RicardoBSalinas @lopezobrador_ @AccionNacional Traducción: ningún chile te embona. 🤷🏻‍♂️ https://t.co/gw417aaZdB,NEU
"@rodanmars @ContciudaDBJ @mileniotv @CiroGomezL @STaboadaMx @AAtaydeR @betotok @marianagc @GabyCuevas @vicmeac @LuisMendozaBJ @BJAlcaldia @FiscaliaCDMX @ra_taboada_mx @RicardoBSalinas @lopezobrador_ @AccionNacional Tu síguete exhibiendo! Para que todos los vecinos hamburguesados (sic.) de la Del Valle se den cuenta y se convenzan que ni de p3d0 morena sirve 
#NarcoPresidenteAMLO15",POS
"@rodanmars @ContciudaDBJ @mileniotv @CiroGomezL @STaboadaMx @AAtaydeR @betotok @marianagc @GabyCuevas @vicmeac @LuisMendozaBJ @BJAlcaldia @FiscaliaCDMX @ra_taboada_mx @RicardoBSalinas @lopezobrador_ @AccionNacional No no estás muy ënfërm0 naco!
Quien ataca eres tú, quien agrede eres tú 
Menos así como andan de räbiösäs se la van a p3lar en la BJ
Directo alv che chairo pestilente órale a chsm",NEG
@Mamaguzo @YouTube @STaboadaMx El relevo generacional del crimen organizado de los morenarcos.,NEU
"El nivel de profundidad y análisis de @STaboadaMx nos asombra a todos.
¡Qué Richard Feynman, ni qué nada! 
Por poco reconcilia la relatividad general y la mecánica cuántica con sus revolucionarias teorías.
🙄",NEG
"@YosoyPedrero @SinEmbargoMX @STaboadaMx @CamMttz @MajoSoberanis @bethcastilloo Ese es el cambio que buscan lo PRIANISTAS, Taboada presume Benito Juárez como la mejor alcaldía del País, pero cuantos reconocimientos internacionales han tenido sus obras o su gestión.....? Acaso ha sido nombrado entre los mejores alcaldes del mundo? No verdad? Corrupto y no mas",NEG
"@diaz_manuel @AnaJVillagran @JorgeRoHe @STaboadaMx @AAtaydeR de nivel corriente y agresiva, por eso se ha ganado la antipatía, no se le critica de a gratis, nos cue$ta ésta clase de políticos. 
Su ansiedad y ambición es una bomba de tiempo y tú eres columnista que en tú apoyo la gente confía, nosotros vivimos en Cuauhtémoc y conocemos.",NEG
"@YosoyPedrero @SinEmbargoMX @STaboadaMx @CamMttz @MajoSoberanis @bethcastilloo Esos chats se puede fabricar, así que son puro humo.",NEU
"El candidato a la Jefatura de Gobierno, Santiago Taboada, denunció que comerciantes de Escuadrón 201, en Iztapalapa, sufren de extorsiones por parte del crimen organizado y hasta de la Alcaldía. #RegístrateGratis https://t.co/gmea49cZXj",NEU
"@PatriciaAlfaro @STaboadaMx @LuisMendozaBJ Así es el fascismo-panismo, quieren reprimir toda libertad de expresión. 
Saludos Concejala.",NEG
"@rodanmars @ContciudaDBJ @mileniotv @CiroGomezL @STaboadaMx @AAtaydeR @betotok @marianagc @GabyCuevas @vicmeac @LuisMendozaBJ @BJAlcaldia @FiscaliaCDMX @ra_taboada_mx @RicardoBSalinas Atacas igual que un chairo furioso jajajajaja 
Ustedes creen que atacando vecinos de la BJ van a conseguir más votos?😂😂😂 https://t.co/1insKGIt2j",NEG
